bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100,bin_101,bin_102,bin_103,bin_104,bin_105,bin_106,bin_107,bin_108,bin_109,bin_110,bin_111,bin_112,bin_113,bin_114,bin_115,bin_116,bin_117,bin_118,bin_119,target
0.052449655858979496,0.052734826147982125,0.04839742630690779,0.04937070986264602,0.051515739793075443,0.05084961542750715,0.05129877782597069,0.05004441413947396,0.052643077873602624,0.052490670447551596,0.0514230315808853,0.05301485274935079,0.052025264594216594,0.05003507886677902,0.05187717325445801,0.049885773823514605,0.05264185895046332,0.05124943800986376,0.051047269879811646,0.050303554283939726,0.05315937959733336,0.05109475506807123,0.05068559406378498,0.05080225865055633,0.05213253977686886,0.051887681823594725,0.051966686773521814,0.0520056378328074,0.054588949256289536,0.050791182646512605,0.05066663879812966,0.05026176237114076,0.05247124087072147,0.05332819769528188,0.05158015253467893,0.05064340089391716,0.050864157378325704,0.05332813904203501,0.05378285532307454,0.05387345550823573,0.052536881303479305,0.054455490188305845,0.0549586943230747,0.05589885441220672,0.05777917982206506,0.05782203642444092,0.059627548711469816,0.05993011097528821,0.06156228060872157,0.06343304887699032,0.06168732015224001,0.0647768069466689,0.06589351576014053,0.06690399894794649,0.06859392446574664,0.07223668490282756,0.06949239203370083,0.07282120346094127,0.06918177830082271,0.07128817108818801,0.07186300457504617,0.07207695677725368,0.07160916644969238,0.070866803766104,0.06810848361796835,0.06674873271412705,0.06743437129332103,0.0644995449360949,0.06148447439638129,0.06031768775981752,0.05929771299380378,0.06014794692160606,0.05842783724368777,0.05816331327489227,0.05551047085976705,0.05552704456157183,0.055478835702036135,0.0534364934774872,0.05404731017703126,0.051923269552051426,0.05200766255899832,0.05168707836839029,0.05023415854524995,0.05257740969044651,0.0510035559147209,0.05162069709249606,0.05224398107936723,0.05213429328867792,0.05242009889280493,0.05124380363510475,0.050734995999659124,0.05123528675856242,0.04881347117662189,0.049166739350221526,0.049348619511920946,0.04983366185848023,0.05192714465824169,0.04996794425842921,0.05075807913836015,0.05327363823662266,0.05079007325958411,0.05243054290709427,0.049923722555229685,0.051015920984837856,0.04989900205979069,0.050815461054892506,0.05258445885864074,0.048733008094011265,0.051975619772509245,0.05168058527509284,0.05043275561368473,0.049154893054770894,0.05143217372124546,0.050529740199043015,0.051672993477923625,0.05135675732730783,0.05372664741990015,0.0509649456287398,0.04978873282465503,0.05159289251294175,0.14561487769952364
0.053792424190518384,0.053075063913351046,0.054734711667616454,0.05075661276187417,0.051580130069560706,0.05114989350695033,0.05195504281323325,0.050474728488355144,0.05349248449678563,0.052206424723956375,0.050333550620232946,0.051016393819250945,0.05301003753541697,0.053796964370853954,0.055534884587404465,0.05691060594719685,0.053161467799016975,0.05105561696686036,0.04934197321199045,0.05294180637771929,0.05132114934233986,0.051918045080670945,0.05162376499974115,0.05233202889729216,0.05414421239208719,0.052783921184452964,0.05231509373976007,0.05100657532568396,0.05005835252458944,0.051855907617939956,0.05252618145668256,0.05528912553417285,0.05287500228493248,0.054211965671443846,0.05206795604868656,0.05114522853665725,0.051614461818266136,0.052155719200835386,0.05666886177316785,0.05253800459461093,0.05539384006666572,0.053230788199197555,0.056525244629498254,0.05635115709558992,0.056295371088274676,0.05734135763609322,0.05740918992208654,0.06016259516407261,0.06001761279093377,0.06015817843570074,0.061445441623730446,0.06502971741749257,0.06855881701907561,0.06782416001345494,0.06873570878358796,0.07056706242588738,0.07317760566847645,0.07244693552624944,0.07218801596243188,0.07491278156897274,0.07409123198386154,0.07568501529916773,0.0733305484023138,0.07064644960017656,0.06963248715172551,0.07316537311475747,0.07211587902452844,0.06797802681660714,0.06630518104779361,0.06766048350975497,0.06238965176650542,0.06131773142633356,0.062291363163303186,0.05948154096444425,0.05891091679823153,0.0576282336574677,0.057450181860516085,0.05824210975882017,0.05556735657136601,0.05580514642959414,0.05127022140849775,0.05386697599016792,0.05234726243762442,0.051522501498792624,0.05182816798118528,0.052485229388468856,0.05423891003692689,0.05078412666335505,0.05275187072860345,0.051930048368868546,0.052128970068870344,0.054099107076267194,0.05338422429051114,0.054570730448751034,0.05232438472746396,0.05150650224040662,0.052210816035250254,0.0529078459195752,0.05280733826315649,0.05091485844227897,0.05267652029656591,0.05288272018017361,0.05631633796662827,0.05535524167791648,0.051260018625026924,0.052108754758684796,0.05034463538346755,0.051653719775843064,0.05301317752044096,0.05434854467783922,0.05144613529516491,0.05155853964515196,0.04931882481810913,0.05229575897977775,0.05094613597873843,0.05174559831838406,0.051224466221917946,0.05239836352223926,0.04990316474882518,0.05033918945901669,0.17729571507915654
0.04992965873513506,0.054330207406436515,0.05593243789035142,0.04981748723827172,0.05102246383510939,0.05208717076954934,0.05416788424195169,0.05009455278800301,0.05120692281728378,0.052740848133060576,0.052226994864597656,0.051010618823802464,0.05137413124915943,0.04951254439278143,0.05121766632040763,0.051175412116536666,0.051923360306666826,0.05074230146406361,0.05228290731028326,0.05309517192134897,0.05181004098391645,0.05210579439513672,0.05165986286393748,0.051583289382790096,0.050505433303300235,0.052069418552648045,0.051458962843165645,0.05475955272363231,0.054001295056024363,0.05225051546092387,0.05056986766545184,0.05010485617384024,0.05364063147425743,0.05235617090377546,0.052825585046961894,0.04967579516739332,0.05392514654830338,0.05352206801318713,0.05155831672544954,0.05298961515989042,0.054666982156158825,0.05503739636171821,0.055329927348493,0.05655125663281414,0.05739843786103762,0.05920473385433308,0.06250442382410937,0.057876139367574346,0.06288649902289552,0.0650812021353261,0.06686011899289915,0.06744368537148697,0.06689444346229256,0.07144678542550066,0.0748232545892146,0.07101837704554184,0.07547349650594352,0.0742843351204797,0.07500326110436605,0.07354093262457513,0.07434960013318873,0.07624835907994457,0.07435566758910275,0.07502941206695132,0.07294900817445785,0.07043816794520831,0.07088166613535013,0.06734544118923283,0.0663287636999281,0.0630604715418319,0.062077369073708984,0.05948611833241454,0.06067591218874973,0.05620323749967449,0.05805205561139607,0.05563202159986212,0.05684392479078992,0.05550595806396006,0.05651775841136945,0.054393639701730175,0.050541610748341875,0.05248058838259204,0.05057146424749781,0.051356336481570085,0.05425047626696596,0.05282640367721989,0.050737045708038546,0.05020260467171747,0.0517271956903423,0.049820875601665204,0.050616206320586915,0.05207505860526178,0.05332911082607018,0.05250189753800749,0.04814688168394626,0.05203710731037723,0.05168648608784205,0.05219790824408574,0.05400052327405174,0.04848081071764047,0.05068867917161009,0.052461490353480654,0.04920261690361636,0.053788859429823095,0.052127428209326684,0.052844744649060624,0.050718439122554956,0.05279549222918126,0.053177549622301284,0.05192415689924656,0.05192643989675212,0.05198035271496339,0.050279819588306025,0.05135354427179516,0.05134605339399396,0.05214992793864727,0.05307457348711944,0.04998703298122454,0.05138732355257051,0.05379702041657326,0.4180705408844271
0.05189460871472542,0.0528577272202039,0.051608288533041134,0.05358459036587588,0.05287634051447305,0.052853879758973744,0.05242232463825307,0.055082629970211745,0.05128340860109421,0.0485858692080097,0.05399753695739582,0.0509046112754146,0.05175299002453365,0.0535555111290682,0.04918782316913908,0.04971378865628358,0.049189422197038,0.05040026782246575,0.05225114693936717,0.0523783318009511,0.05200703687066857,0.04947438998646848,0.048129813557930196,0.051678708534766304,0.05089288298169949,0.05229469434766418,0.0526660707829613,0.051831524053380325,0.05278028869370297,0.05200661236908736,0.052489824966486305,0.05068201485157725,0.051530214849661554,0.05217657648298327,0.053221023316869356,0.051542387309905235,0.05309941464044014,0.05215435215725754,0.05267265624702193,0.05445958294626324,0.050672578675420236,0.052254328667227797,0.05261082974722953,0.05207309625401498,0.05540311636387669,0.05849873635646801,0.058003409489975816,0.05987553112469397,0.062437128674873985,0.0640744441196332,0.06328749277029962,0.06672743240957664,0.06610401219385992,0.06590462847448773,0.06735297041841937,0.0669608372866451,0.06860744072967084,0.06995450738516557,0.07202251551840846,0.07348552044308741,0.06867668038473514,0.07094890942119353,0.06818714026572603,0.06964909320857449,0.06775899011759616,0.06409075788866912,0.06701030592567053,0.06342761326555153,0.06222437662267766,0.0601173629776406,0.059473889160833654,0.059892088414069636,0.05784258838234049,0.057590972867903496,0.056716351696252984,0.05733759183538233,0.05413256833621008,0.05182449427625643,0.055129736433087634,0.052608250252495894,0.0544317088227473,0.05305687268365201,0.05206475548884443,0.052612499278938255,0.05488330824972606,0.05497163108516448,0.05188490112323921,0.051965503962097474,0.05329908917190758,0.050387161209296316,0.05213466174405256,0.051581869179741585,0.05208160349872231,0.05035393920515936,0.04921511212084774,0.04848698917000446,0.04991842855370142,0.050905228272392175,0.051152649838814984,0.05449777910261732,0.05325060953742694,0.050148291441838286,0.05211287527410627,0.05098062641204799,0.051164657532745565,0.051869168268868615,0.05251992300874726,0.051082270994356756,0.053186931769243814,0.04987824478888839,0.05160065944763548,0.05548766075986107,0.051925769421254674,0.05374097137745143,0.051728429786764944,0.052462315112502086,0.05150597465274603,0.0513355380600771,0.05042192583059584,0.0522366014611461,0.4206821170053249
0.05368628972441396,0.05260815633265235,0.051628986129781056,0.05273930761593793,0.05159534969739392,0.053461680035562203,0.04931125035102758,0.051554948675432075,0.049072142210572774,0.0498157698503512,0.054104156093337324,0.05340114324369233,0.05097915087517098,0.04980462575828487,0.047611604773973415,0.05124318443142882,0.055689101034438304,0.052710890871771214,0.051219349498373416,0.052756564588892094,0.0497178910352231,0.05161396019062907,0.0522101380458669,0.05193329715260409,0.053251011271325255,0.05258535239100867,0.05307625339982647,0.05104917738239873,0.053440112642881656,0.05455360341562364,0.050678890289622976,0.050836140797417155,0.054217838072519765,0.05199061167429724,0.05446882893440841,0.05181279404143212,0.05480777941670187,0.05301427568311595,0.05344847959275401,0.055714297567858985,0.053202764126917365,0.05279408916006784,0.05408479547579811,0.056087509291608835,0.05381702990257697,0.05798659522647716,0.05719391566649746,0.060796728996162695,0.05664690112087502,0.06029561552928843,0.060234798018208364,0.06283879054831824,0.06575609725292808,0.06637990252350556,0.06745344820561462,0.06866293056714702,0.07012295578327807,0.0690374567768625,0.0721329150343215,0.0723598609809541,0.07199657560649692,0.07206492167868986,0.0712508493367198,0.07321558698888511,0.06919304455854396,0.0678572679901677,0.06604937094887511,0.06439727753760094,0.06278656059957896,0.062005439060170184,0.061929161251322855,0.06127370310147703,0.05965097001926667,0.05731178021057925,0.05879332808058609,0.05764020784948876,0.05548775632468461,0.054050923022333316,0.05525836176564416,0.05421833109769382,0.05135120761264203,0.053085009874099316,0.053310020803268465,0.051353861177520874,0.05282167930134216,0.050226733731737916,0.05431630318613666,0.054111520919047446,0.051807456558289514,0.052692637436281345,0.04850478060366884,0.050365492861268096,0.05164564160450266,0.050468680785033054,0.05314207352335691,0.05506213571883018,0.050298434868866246,0.0508053135787818,0.052413491738684606,0.054476237945844004,0.05022552874641921,0.052432351498205604,0.054790566775430795,0.04958087203246536,0.05013684286765227,0.051422999155606344,0.051277504653708526,0.05327727674172675,0.052420857354413306,0.049395920764880245,0.05283147730229931,0.0511920521960374,0.05397003072488798,0.05111697826274381,0.05110343646928734,0.05287005672070256,0.053202748982468344,0.05273050828198454,0.049529963248650076,0.05286541087905893,0.4958536367484223
0.05048441490818591,0.053289499787534646,0.051410118219857213,0.05069606462132501,0.053690746842114584,0.05298248349998101,0.05169905167099919,0.054796785445195055,0.05195903910480855,0.052668180305433326,0.0530233909174631,0.051690525400233854,0.05332673513604031,0.0518198635274215,0.05200260445833892,0.054664060311691916,0.051059276022814355,0.04900108360846562,0.055036824266516966,0.05644468102495309,0.05201322316861478,0.049716570315339534,0.052157206513075385,0.05219531899298485,0.052342412286039246,0.050961226325286456,0.05350665071193649,0.05343292908886209,0.05041746376349465,0.053726411218316124,0.055782932547639746,0.052998608825215066,0.052285390102893924,0.05264735922688652,0.05387580210696003,0.050479350286164376,0.05348164820155267,0.05285472049538437,0.05647242059961817,0.053764499604643474,0.05692763897284783,0.05325515263787811,0.056370593207017726,0.05664921241578686,0.0556534838685358,0.05811843087585622,0.06067245639879895,0.05946831342452981,0.05860295542752372,0.062370029361879416,0.06234325968302108,0.06450033477456955,0.06619198824209016,0.06500411122573763,0.06629768631145659,0.07047624431554829,0.06983973317900427,0.0674555856088233,0.07294259280150238,0.07240319857477484,0.07091129098875225,0.0697529286313457,0.07249602798818046,0.07106642151195817,0.07322749686438057,0.06923718633039859,0.06801889596484811,0.06593161850551402,0.06610333616563668,0.06449908681459314,0.06414192987309186,0.06023296093861917,0.059183129351183604,0.058026993000415694,0.05894120834902492,0.05911843109107366,0.05540680104642167,0.054788242436425744,0.05532765238286975,0.0540121365604057,0.055417012104067354,0.05029334438022711,0.05217679989119867,0.05204300263735678,0.04958060394396361,0.05149664586550458,0.051479521858670725,0.052483725784170744,0.05440574548139485,0.05233316986168445,0.05112916489623817,0.052572079297629186,0.05421885067310152,0.051172636641290556,0.05126495268650583,0.053464794323673626,0.05229213517543743,0.0535940212955417,0.05260126912135409,0.05367356716323302,0.05106803756179162,0.05260227075272364,0.05230420636282343,0.05079631112677983,0.0502748749618755,0.053648682897703685,0.052093611985151715,0.05108660942996318,0.052475755424591285,0.05431204877186509,0.04919891188476505,0.05037505962615498,0.05123568746840659,0.05481178515199686,0.05304389718089532,0.05377099249249264,0.05090977521520894,0.050940712762010586,0.05329173714061549,0.05270742805735373,0.5365969069297843
0.05237996411312446,0.0521999271574419,0.053129399627255054,0.05317326099380902,0.04953294063349098,0.04859184589838182,0.053465367033792725,0.053744336970955396,0.05043181554503067,0.049172998349417865,0.052111306238254905,0.05335901597198571,0.05465915870721923,0.052737227950993525,0.05140523216676446,0.05062315544183737,0.051980103454252226,0.05151415565620703,0.05044066003120902,0.05503673757507012,0.05464190923499707,0.05366911010354535,0.05058514603795156,0.05325109927295812,0.0529313003267489,0.05264065137122395,0.05385874464378926,0.05294821039386339,0.05312100613180609,0.05298901360244329,0.05257686422087139,0.04943488175179476,0.05229705675244119,0.051420464378555054,0.05044610771168474,0.055035051518838723,0.05529613912671198,0.054985277189171726,0.05363708409498706,0.05566318705916367,0.054124799712277204,0.05497776304775278,0.05370731623174241,0.05673179815316249,0.05713529574135064,0.05611966528891353,0.059142424958316016,0.060352459203890256,0.06451304364038733,0.06457279305460144,0.064705768796521,0.06652803497370335,0.06765891089932084,0.06865686561823124,0.06859545131996958,0.07109883678692948,0.0711234334744991,0.07106273133780104,0.0741538652192492,0.07415936194302748,0.07080751422095229,0.07295151297995878,0.07402299137259136,0.07328028857853616,0.07219026712233678,0.06950389505827856,0.06684575992799546,0.06507096234967903,0.06575320454880738,0.06434053717084831,0.06426848903408221,0.06261379183795726,0.059476265156594446,0.056621308084338524,0.05693579233772543,0.056786814185588105,0.055324815998592,0.054045084151003425,0.05468550956481411,0.053045687840621594,0.05244560066510681,0.05352035188337394,0.05218378150145111,0.052943841020547056,0.0528257325771694,0.050583408829253544,0.05147790975612872,0.05428763208829513,0.050337526385218524,0.04886936521431143,0.04922575167576707,0.05204405619965375,0.052034214584604555,0.0518028470177167,0.053794767971758334,0.04796038744610908,0.05256101719040807,0.05430764001748115,0.05027276757250941,0.05139407054950624,0.050834032655311084,0.05062159974714666,0.051473573206942964,0.05410410282941129,0.0547189009903187,0.05145888070402974,0.05482036177521142,0.05201612589684687,0.05459329196232377,0.051822804260735426,0.05215933723328041,0.05251096126433485,0.056731029574649455,0.05323967715523344,0.05090185186179324,0.053416245392358376,0.05141999974604051,0.05122812325970728,0.053325650565220865,0.05200937690281861,0.5654432221750688
0.051887142308596305,0.05201971647084422,0.048476817237887604,0.052382126664566826,0.049909238581078486,0.049218819104094966,0.05129465112903397,0.05150823985860298,0.05034200978501296,0.05262881808396826,0.049369009879171824,0.05077186124459135,0.05050497327406509,0.05131241705189601,0.05180061796113894,0.04987052280974087,0.05246885559961387,0.05147705176748569,0.04854482243557502,0.048445171832130714,0.0513650929025683,0.05105293924837323,0.051230548863262546,0.05134570829620797,0.05172909347183077,0.05281687661190258,0.049735686039447446,0.04965461257188674,0.04978744953265288,0.05188212822132355,0.053346332724987205,0.050873988458872116,0.0478263767204664,0.04910157726463652,0.05051329028175129,0.051065227568287234,0.051470114519489456,0.05237263543486969,0.052140610904138934,0.05454795565141,0.05240895182123928,0.05267256823332044,0.05533113313710933,0.05306764121085459,0.056830469552330905,0.0573924711913473,0.05812483235185116,0.06194184596016132,0.0599312076379981,0.06533117005253397,0.06332338848209174,0.0631794994772439,0.06660969248901301,0.06623711423528181,0.06796667925365707,0.07078883990804034,0.07194458886522473,0.07088254190340988,0.0737626176339563,0.07422743010657964,0.07459139554905893,0.07291498249059923,0.07359982836843106,0.06793797575764243,0.06928596836508584,0.06729968927698088,0.06748872874587339,0.06507528905938345,0.06425909563518649,0.06589912670616177,0.06141518047368346,0.06094051264383552,0.058701754449031404,0.05799235917067086,0.05682672010462017,0.05654566390853982,0.0567944602618754,0.05680578616200709,0.054195916509379174,0.054112519205173445,0.051088341575808494,0.05234805022253694,0.05362327671950487,0.05330189273169761,0.052157711843520416,0.05304564809941063,0.05235863246400931,0.05335344314519707,0.05193611751585176,0.05093175641382594,0.05194286062402295,0.047024786774801645,0.05198223318277129,0.0459265461129494,0.048808071126229105,0.052066990133621815,0.05210304908857928,0.04964143734662837,0.050315855780018875,0.053439143496683064,0.050656864958532166,0.054747031124097296,0.05137961332968095,0.051994452971595634,0.053807654471607166,0.05157885095567061,0.04987877553061804,0.0512176896431327,0.05132885871997697,0.049335159022898555,0.050998521576334645,0.05026898056068936,0.05276880481416631,0.05143418571428149,0.0509580741362221,0.051222994790641366,0.0517169506770388,0.05230748893039795,0.04988269927869782,0.049819886168307015,0.5972203494702927
0.04895514009670992,0.051746122307317025,0.05177545796783459,0.048784330404130535,0.05142462592515827,0.052183778111912014,0.051641983385334884,0.05202837638095107,0.048974001351300034,0.051576966798946626,0.050626479805913054,0.050356229423884305,0.05238625740853296,0.053299352239850314,0.053772024279592594,0.05305273042316248,0.05091600126352188,0.051609823439938876,0.052231210197131964,0.05126312274323595,0.05127811432550064,0.05231857137011151,0.05099554575143144,0.04999290592148573,0.05046874367933327,0.05204677352204404,0.05110851468797445,0.05162625672757307,0.05213832270568507,0.050595609737518865,0.05232701903879242,0.05180926673581028,0.049455104932036274,0.05356049185800028,0.05076558147955152,0.04919144375796395,0.0503106068744177,0.05060747324492027,0.052545947078479545,0.05246490313665627,0.05286942672622758,0.054905341082501946,0.05519862446605235,0.05599539416065711,0.05709246280265196,0.05848245421488217,0.055596180854504865,0.059520030493690396,0.05819676499146533,0.06299002162822089,0.06443673373638197,0.06752356771469512,0.06921272650720536,0.06913367682211871,0.06935641616051845,0.0719496325442741,0.07134428025288062,0.07281522786349187,0.07471976407734654,0.07255354282601954,0.07446916168079937,0.07387283780469926,0.07076127042876322,0.07275584966160813,0.07124118414405603,0.06907913993020051,0.06639180568137354,0.06477465372717787,0.06374658760397456,0.06385771135098968,0.06013766266672542,0.06082117793304025,0.05698643077433787,0.05733482906320314,0.05671603426708917,0.05925385523441107,0.05267883900608801,0.05623141007151505,0.05363926961013831,0.05352526025313046,0.052671853340500334,0.05282744144811044,0.051664441354655394,0.053868211104851044,0.05084198568738407,0.0531029328504956,0.05034639269382924,0.05115475083485966,0.04958769082276528,0.05184254176398635,0.05330239659951645,0.051000952797061475,0.05080941302764121,0.049424467499713055,0.050746838057408546,0.0486978581952232,0.049715291353301834,0.051423209647448516,0.0530605441139307,0.05529520726247682,0.05020111993164994,0.053233706614675025,0.051446239173582306,0.050853651838003264,0.05172936362013206,0.05117331678422488,0.05124601848607372,0.05046791542586329,0.04898324523758571,0.048764968917336136,0.05206027240704644,0.05066535406488112,0.05018627038186075,0.05109316192562236,0.052272801737640186,0.05135094920775292,0.05009632085542545,0.05291984267750745,0.053449181490464064,0.05182223821507104,0.61226693733408
0.053517012711958425,0.052743012506805055,0.052719384319546765,0.052601354624818616,0.050175857284840045,0.052872948595123086,0.04978814302679761,0.05062996503974021,0.05377721227993899,0.053082195780596045,0.05405296456667858,0.05141435848464713,0.05009350210226931,0.051461229052798756,0.05197494853444531,0.05194041382871533,0.05352250162869674,0.05128016040937283,0.05235026039009076,0.05033950381777554,0.05249830538788714,0.05182811230258813,0.05069971503889123,0.05147223710552357,0.051552111032695025,0.051426798389259724,0.05449455469547991,0.051698071868011446,0.051491927574973256,0.04872901442291688,0.05055876101639011,0.05154052114104283,0.050955081324042785,0.05412322415927766,0.05189357434650067,0.054194065946050106,0.05251226226461785,0.052680724432904065,0.05275382529874229,0.053222797367846186,0.05620486798491928,0.050647936247701,0.05172786317583591,0.0546301102839087,0.056300662264995735,0.058271612596931525,0.05902734579377293,0.0589413031139868,0.062354113461630806,0.06376957044651471,0.0639664503996419,0.06663812800466325,0.06710945689241306,0.06732776859592872,0.07060726399277807,0.07099515811699154,0.0719365998545271,0.07504814301742725,0.06983318623466367,0.07179595788433077,0.0722817644394412,0.07337903130424989,0.07313040478842474,0.07058182729237891,0.07046208866450086,0.06954416097885642,0.07325360176702247,0.0708800541730324,0.06609061211427733,0.06465660022133914,0.06197428301308756,0.059369530132597624,0.0606572608336222,0.05802740673228475,0.058196359493761826,0.05484143468586425,0.055140551455882675,0.05567181712561124,0.055282904585890004,0.054756412387094826,0.05164829231819585,0.054501039443908786,0.051688228333093514,0.053575372257699636,0.052404681666472434,0.050197533921204435,0.05166722479937233,0.05259911071088797,0.05290360382977855,0.05172386337288601,0.05419789320001398,0.053386564694396246,0.05147286541272194,0.05297097491644927,0.05473826778642907,0.05477278116648779,0.04998639010108885,0.05043619140705274,0.05405181959227539,0.050236031930357465,0.04983902028778119,0.05109315489746989,0.052452549690612256,0.05166847155382838,0.050846135815920485,0.05081061225815179,0.05075339610544254,0.050502620470088924,0.05524432471648082,0.05226813668715937,0.05315200572483098,0.051088249340368395,0.05154292966564832,0.05075153325205982,0.047844301481987025,0.04975484994501325,0.04910593577691896,0.04844718809798611,0.05002882528754396,0.053809297260236234,0.6621137225993085
